id;customer_id;policy_number;from_fund;from_movement_value;to_fund;to_movement_value;switch_factor;authorised_date
397;10023;100010023;Sama;655;Money Market;655;75;2024-12-10
398;10037;100010037;Dollar Saver;5182;EGX30 ETF;5182;50;2025-10-09
399;10045;100010045;USD AXA9;3255;Growth;3255;100;2024-06-09
400;10085;100010085;Diversified;2176;USD Growth Saver;2176;100;2025-10-25
401;10094;100010094;Sama;2979;EGP AXA10;2979;50;2025-10-07
402;10153;100010153;Diversified;2075;EGP AXA10;2075;75;2024-02-01
403;10251;100010251;Al Safwa;1317;Equities;1317;50;2024-04-22
404;10266;100010266;Growth;3213;Al Safwa;3213;100;2025-08-28
405;10287;100010287;Conservative;2192;EGP AXA10;2192;50;2025-04-28
406;10292;100010292;EGP AXA10;2471;Growth;2471;25;2024-05-10
407;10307;100010307;Active;3584;Sama;3584;75;2024-10-15
408;10310;100010310;Equities;4642;Active;4642;100;2025-03-02
409;10312;100010312;Equities;1203;Active;1203;100;2025-08-08
410;10367;100010367;Diversified;2211;USD AXA9;2211;25;2024-10-01
411;10369;100010369;USD Growth Saver;2516;Dollar Saver;2516;75;2025-08-26
412;10432;100010432;USD Growth Saver;836;Conservative;836;100;2024-06-09
413;10458;100010458;Diversified;466;Equities;466;25;2024-05-16
414;10464;100010464;USD AXA9;714;Gold;714;100;2025-11-27
415;10469;100010469;Al Safwa;2981;Secure;2981;50;2025-03-18
416;10506;100010506;Al Safwa;511;Conservative;511;100;2024-07-19
417;10524;100010524;EGP AXA10;994;USD Growth Saver;994;50;2025-12-03
418;10548;100010548;EGX30 ETF;4928;Dollar Saver;4928;50;2025-07-29
419;10750;100010750;Active;4027;Al Safwa;4027;100;2025-05-16
420;10596;100010596;Money Market;1897;USD AXA9;1897;50;2025-05-14
421;10641;100010641;Secure;2337;Dollar Saver;2337;75;2024-07-15
422;10725;100010725;USD AXA9;3779;Money Market;3779;100;2025-03-28
423;10731;100010731;Active;1660;Active;1660;25;2025-08-14
424;10733;100010733;EGP AXA10;3389;Money Market;3389;25;2024-02-19
425;10870;100010870;EGX30 ETF;2099;Money Market;2099;50;2024-07-20
426;10910;100010910;Gold;1408;Equities;1408;100;2024-03-21
427;10921;100010921;Equities;1025;Equities;1025;100;2024-05-10
428;10925;100010925;Growth;138;Al Safwa;138;25;2024-12-25
429;10947;100010947;Dollar Saver;2510;Conservative;2510;50;2025-09-14
430;10970;100010970;Conservative;1298;Money Market;1298;75;2025-08-11
431;10971;100010971;Sama;365;Sama;365;75;2024-06-17
432;10972;100010972;Conservative;638;EGX30 ETF;638;100;2024-05-20
433;10974;100010974;Equities;304;Money Market;304;25;2024-07-05
434;10986;100010986;Al Safwa;3345;Conservative;3345;75;2025-05-10
435;11044;100011044;Dollar Saver;680;Gold;680;25;2025-04-25
436;11118;100011118;EGP AXA10;2191;Active;2191;25;2024-06-17
437;11122;100011122;EGP AXA10;3507;USD AXA9;3507;25;2024-11-22
438;11131;100011131;Sama;1038;EGX30 ETF;1038;25;2025-01-18
439;11176;100011176;USD Growth Saver;1232;Conservative;1232;50;2025-11-07
440;11216;100011216;Equities;1359;Al Safwa;1359;50;2024-06-07
441;11226;100011226;Dollar Saver;1300;Sama;1300;50;2025-10-02
442;11229;100011229;Equities;1494;Growth;1494;25;2025-10-31
443;11295;100011295;Dollar Saver;166;Equities;166;100;2025-05-31
444;11318;100011318;Secure;3189;Dollar Saver;3189;50;2024-12-28
445;11347;100011347;Gold;3157;Sama;3157;100;2024-11-15
446;11375;100011375;Active;2587;Diversified;2587;100;2025-01-14
447;11378;100011378;Equities;619;Dollar Saver;619;75;2025-03-28
448;11484;100011484;Diversified;1967;Dollar Saver;1967;100;2025-04-25
449;11515;100011515;Al Safwa;1714;Active;1714;25;2025-01-09
450;11522;100011522;Sama;3245;USD AXA9;3245;25;2024-06-07
451;11527;100011527;Money Market;1327;Active;1327;75;2024-12-10
452;11586;100011586;Secure;1125;Active;1125;25;2025-11-02
453;11588;100011588;Diversified;2424;EGX30 ETF;2424;25;2025-06-14
454;11598;100011598;EGP AXA10;1538;Gold;1538;25;2025-08-07
455;11614;100011614;USD AXA9;545;Secure;545;50;2025-10-31
456;11618;100011618;Diversified;599;Gold;599;100;2025-08-25
457;11673;100011673;Diversified;1146;Diversified;1146;25;2025-07-04
458;11675;100011675;Sama;1555;Al Safwa;1555;50;2024-04-11
459;11702;100011702;USD AXA9;3173;USD AXA9;3173;100;2025-02-26
460;11723;100011723;Growth;1283;USD Growth Saver;1283;100;2024-02-20
461;11725;100011725;Equities;1343;Dollar Saver;1343;50;2025-12-05
462;11730;100011730;Equities;3992;Money Market;3992;50;2025-06-08
463;11747;100011747;Growth;1242;USD Growth Saver;1242;100;2024-11-13
464;11790;100011790;USD Growth Saver;1321;Equities;1321;75;2024-06-25
465;11817;100011817;Diversified;1965;USD Growth Saver;1965;75;2025-08-28
466;11825;100011825;Growth;664;Active;664;75;2025-02-19
467;11892;100011892;Sama;6482;Conservative;6482;75;2024-10-03
468;11894;100011894;USD AXA9;3302;USD AXA9;3302;50;2024-04-27
469;11912;100011912;EGX30 ETF;461;USD Growth Saver;461;75;2025-09-29
470;11922;100011922;Diversified;1011;USD AXA9;1011;50;2024-06-23
471;11948;100011948;EGP AXA10;368;USD Growth Saver;368;100;2024-03-05
472;11959;100011959;Money Market;2831;Conservative;2831;25;2024-09-24
473;11975;100011975;Growth;1977;Al Safwa;1977;25;2024-09-13
474;11976;100011976;Equities;1954;Money Market;1954;100;2025-06-19
475;12012;100012012;Money Market;960;Sama;960;50;2025-04-17
476;12016;100012016;Secure;2901;EGP AXA10;2901;75;2024-06-11
477;12056;100012056;Conservative;3412;EGP AXA10;3412;100;2025-02-21
478;12057;100012057;Equities;778;Diversified;778;75;2025-02-22
479;12058;100012058;Active;3075;EGX30 ETF;3075;50;2025-07-25
480;12104;100012104;Gold;3115;Conservative;3115;100;2025-11-29
481;12115;100012115;USD Growth Saver;709;Equities;709;50;2025-11-30
482;12159;100012159;Gold;599;Active;599;25;2025-06-18
483;12166;100012166;Dollar Saver;1247;Conservative;1247;75;2025-04-24
484;12167;100012167;Sama;2030;EGP AXA10;2030;50;2024-12-08
485;12180;100012180;Money Market;2137;Conservative;2137;75;2024-04-20
486;12200;100012200;EGP AXA10;788;Money Market;788;25;2025-05-30
487;12206;100012206;Secure;3406;Growth;3406;75;2025-05-30
488;12211;100012211;Diversified;3727;Equities;3727;50;2025-06-21
489;12265;100012265;USD AXA9;1401;EGP AXA10;1401;50;2024-08-23
490;12268;100012268;Growth;3547;Growth;3547;25;2024-04-18
491;12291;100012291;Gold;119;Dollar Saver;119;100;2025-06-19
492;12299;100012299;USD AXA9;1075;Conservative;1075;75;2024-03-09
493;12388;100012388;Sama;2460;Growth;2460;25;2024-03-14
494;12397;100012397;Secure;666;Sama;666;50;2025-03-10
495;12420;100012420;EGX30 ETF;4562;Conservative;4562;50;2024-09-12
496;12439;100012439;Dollar Saver;511;Sama;511;75;2024-12-07
497;12447;100012447;Dollar Saver;482;EGX30 ETF;482;25;2024-02-20
498;12512;100012512;USD AXA9;3066;Al Safwa;3066;50;2024-12-19
499;12514;100012514;USD AXA9;417;Equities;417;50;2024-12-22
500;12516;100012516;EGP AXA10;1306;Money Market;1306;25;2025-07-23
501;12532;100012532;Money Market;2032;EGP AXA10;2032;50;2024-12-12
502;12539;100012539;Conservative;999;Sama;999;50;2024-03-22
503;12584;100012584;Growth;1294;Al Safwa;1294;75;2024-03-24
504;12604;100012604;Active;4252;Growth;4252;50;2024-09-25
505;12611;100012611;EGP AXA10;1050;Growth;1050;25;2025-03-25
506;12653;100012653;Dollar Saver;2423;Conservative;2423;75;2025-01-01
507;12675;100012675;EGP AXA10;600;USD Growth Saver;600;25;2025-07-15
508;12690;100012690;EGP AXA10;1340;EGX30 ETF;1340;75;2024-04-01
509;12696;100012696;Money Market;801;EGP AXA10;801;75;2025-07-15
510;12739;100012739;Gold;3301;Conservative;3301;100;2025-10-13
511;12747;100012747;Al Safwa;761;Equities;761;75;2024-05-11
512;12758;100012758;Dollar Saver;1439;EGP AXA10;1439;25;2025-11-12
513;12763;100012763;Sama;2996;Secure;2996;75;2025-06-13
514;12807;100012807;Gold;2696;EGP AXA10;2696;25;2024-08-13
515;12823;100012823;Active;1204;EGX30 ETF;1204;75;2025-03-23
516;12836;100012836;Conservative;237;Conservative;237;75;2024-09-05
517;12935;100012935;Active;3489;Growth;3489;50;2025-04-17
518;12993;100012993;Al Safwa;4828;Secure;4828;75;2024-08-17
519;12996;100012996;Gold;3519;Al Safwa;3519;50;2024-08-15
520;13032;100013032;Equities;4509;Money Market;4509;25;2024-07-12
521;13051;100013051;Active;514;Secure;514;75;2025-11-26
522;13076;100013076;Al Safwa;984;USD AXA9;984;50;2025-05-07
523;13120;100013120;EGP AXA10;497;Growth;497;25;2024-02-08
524;13122;100013122;Active;597;Money Market;597;100;2024-11-28
525;13150;100013150;Active;344;Secure;344;75;2024-12-29
526;13193;100013193;Dollar Saver;3128;Al Safwa;3128;75;2025-05-01
527;13227;100013227;Gold;2016;USD Growth Saver;2016;100;2025-09-24
528;13271;100013271;Active;2043;Gold;2043;100;2024-08-19
529;13284;100013284;Secure;1025;EGX30 ETF;1025;25;2025-08-19
530;13343;100013343;Dollar Saver;1376;Growth;1376;50;2024-11-08
531;13399;100013399;Al Safwa;3179;USD Growth Saver;3179;25;2025-11-20
532;13407;100013407;Equities;1620;Conservative;1620;25;2024-08-26
533;13414;100013414;USD AXA9;1371;USD AXA9;1371;75;2024-12-22
534;13437;100013437;Diversified;2810;Active;2810;75;2024-06-24
535;13443;100013443;EGP AXA10;2677;Gold;2677;100;2025-12-14
536;13452;100013452;Active;2342;Diversified;2342;100;2024-02-18
537;13460;100013460;Al Safwa;2508;Money Market;2508;50;2024-10-17
538;13470;100013470;EGX30 ETF;1062;Money Market;1062;75;2025-11-29
539;13504;100013504;Diversified;104;Secure;104;75;2024-10-12
540;13523;100013523;EGP AXA10;2385;Al Safwa;2385;50;2025-01-26
541;13536;100013536;Money Market;737;USD Growth Saver;737;25;2025-05-19
542;13549;100013549;USD AXA9;2034;USD Growth Saver;2034;50;2024-08-05
543;13569;100013569;Gold;553;Money Market;553;50;2025-08-01
544;13647;100013647;Gold;4188;USD Growth Saver;4188;100;2024-04-24
545;13653;100013653;Secure;597;Active;597;25;2025-09-13
546;13699;100013699;USD AXA9;1130;USD AXA9;1130;50;2024-10-12
547;13715;100013715;Active;1664;USD AXA9;1664;50;2025-07-08
548;13722;100013722;EGX30 ETF;3044;Diversified;3044;100;2024-10-24
549;13782;100013782;Active;2690;Gold;2690;50;2024-10-25
550;13785;100013785;USD AXA9;4449;Equities;4449;75;2025-11-15
551;13806;100013806;EGP AXA10;1464;Sama;1464;75;2025-03-24
552;13849;100013849;Sama;449;USD Growth Saver;449;100;2025-08-30
553;13859;100013859;Active;2115;Secure;2115;100;2024-09-30
554;13888;100013888;USD AXA9;3103;Active;3103;100;2024-12-25
555;13908;100013908;Equities;1475;Equities;1475;25;2025-08-08
556;13911;100013911;Growth;1603;Growth;1603;75;2024-09-13
557;13926;100013926;Secure;3336;Money Market;3336;50;2024-09-08
558;13945;100013945;Active;1302;EGP AXA10;1302;50;2025-06-22
559;13955;100013955;Active;1648;USD Growth Saver;1648;25;2024-07-11
560;13973;100013973;Secure;2114;Money Market;2114;75;2024-08-29
561;14001;100014001;Al Safwa;2571;Dollar Saver;2571;25;2025-08-26
562;14005;100014005;Diversified;1302;Sama;1302;100;2024-10-25
563;14046;100014046;Gold;3742;USD Growth Saver;3742;25;2025-01-10
564;14063;100014063;EGX30 ETF;3030;Diversified;3030;100;2025-08-27
565;14134;100014134;Gold;1720;Conservative;1720;75;2024-06-27
566;14171;100014171;EGX30 ETF;300;Conservative;300;50;2025-08-01
567;14220;100014220;Diversified;2451;Dollar Saver;2451;100;2024-06-24
568;14260;100014260;Active;1285;USD Growth Saver;1285;25;2024-10-25
569;14266;100014266;Equities;1396;USD Growth Saver;1396;75;2025-10-18
570;14267;100014267;Sama;3088;Conservative;3088;50;2024-11-20
571;14273;100014273;Secure;1070;Active;1070;50;2025-07-14
572;14299;100014299;Growth;428;Dollar Saver;428;100;2024-07-24
573;14321;100014321;USD AXA9;6127;Diversified;6127;25;2025-06-07
574;14337;100014337;Active;3517;USD AXA9;3517;100;2025-09-24
575;14382;100014382;Dollar Saver;2352;Gold;2352;25;2024-03-15
576;14503;100014503;Equities;2380;Diversified;2380;25;2024-11-27
577;14520;100014520;Al Safwa;2778;Sama;2778;25;2024-09-24
578;14544;100014544;Secure;949;Money Market;949;25;2025-05-10
579;14606;100014606;Diversified;1272;USD AXA9;1272;100;2025-08-08
580;14619;100014619;EGP AXA10;1687;Active;1687;75;2024-11-29
581;14633;100014633;Secure;2544;Sama;2544;100;2024-04-24
582;14654;100014654;Active;2465;Equities;2465;75;2025-07-04
583;14658;100014658;Money Market;822;EGP AXA10;822;50;2025-02-15
584;14690;100014690;EGP AXA10;408;Growth;408;50;2025-11-12
585;14707;100014707;EGX30 ETF;1523;Secure;1523;25;2025-12-04
586;14716;100014716;Equities;219;Growth;219;100;2024-08-01
587;14732;100014732;Conservative;1119;Active;1119;100;2024-02-29
588;14777;100014777;Equities;3931;Diversified;3931;50;2024-07-27
589;14835;100014835;Money Market;2784;Conservative;2784;50;2024-07-06
590;14966;100014966;Equities;3078;Gold;3078;25;2025-03-17
591;14977;100014977;Gold;1017;USD AXA9;1017;75;2024-06-19
592;14986;100014986;Gold;3850;Diversified;3850;50;2025-12-30
593;15010;100015010;Al Safwa;1950;Money Market;1950;100;2025-07-29
594;15022;100015022;Equities;4153;Dollar Saver;4153;25;2024-09-06
595;15027;100015027;USD Growth Saver;5246;Dollar Saver;5246;50;2024-07-14
596;15054;100015054;Growth;5954;Active;5954;50;2025-03-26
597;15097;100015097;Sama;910;Secure;910;25;2024-03-25
598;15099;100015099;Dollar Saver;4606;Sama;4606;75;2025-04-06
599;15113;100015113;USD AXA9;4218;Active;4218;75;2024-02-13
600;15115;100015115;USD Growth Saver;2885;EGX30 ETF;2885;25;2025-06-10
601;15129;100015129;Gold;2151;Dollar Saver;2151;25;2024-07-31
602;15170;100015170;Active;2560;Equities;2560;100;2024-12-10
603;15215;100015215;Sama;735;Gold;735;75;2025-06-01
604;15266;100015266;EGX30 ETF;3612;Gold;3612;50;2025-08-14
605;15269;100015269;Secure;1075;Diversified;1075;100;2025-04-30
606;15305;100015305;Sama;2910;Growth;2910;25;2025-07-01
607;15381;100015381;USD AXA9;1324;EGP AXA10;1324;50;2024-12-27
608;15407;100015407;USD AXA9;465;Secure;465;75;2024-09-01
609;15467;100015467;Money Market;1468;Diversified;1468;50;2024-04-17
610;15476;100015476;Growth;3491;Diversified;3491;100;2025-03-17
611;15534;100015534;EGP AXA10;663;EGP AXA10;663;75;2025-07-27
612;15539;100015539;Growth;2928;USD AXA9;2928;25;2024-08-24
613;15558;100015558;Equities;2649;EGP AXA10;2649;75;2025-03-20
614;15576;100015576;Active;998;Diversified;998;100;2024-07-11
615;15604;100015604;Gold;3492;Secure;3492;25;2024-06-17
616;15617;100015617;Conservative;4847;Money Market;4847;25;2025-09-25
617;15632;100015632;Al Safwa;1329;USD AXA9;1329;100;2025-09-27
618;15637;100015637;Growth;522;Al Safwa;522;100;2024-10-16
619;15665;100015665;Secure;698;Money Market;698;25;2025-10-22
620;15686;100015686;Al Safwa;2006;Sama;2006;100;2025-09-19
621;15691;100015691;Equities;4163;Diversified;4163;100;2024-05-25
622;15692;100015692;EGP AXA10;2304;EGX30 ETF;2304;25;2025-05-09
623;15708;100015708;Sama;2283;Equities;2283;75;2024-04-16
624;15723;100015723;Al Safwa;1241;Active;1241;100;2025-03-05
625;15739;100015739;EGP AXA10;2462;Secure;2462;100;2024-09-05
626;15744;100015744;EGX30 ETF;1837;Conservative;1837;75;2024-07-28
627;15749;100015749;Active;1515;Money Market;1515;75;2025-07-27
628;15769;100015769;Al Safwa;1148;Diversified;1148;25;2025-09-13
629;15792;100015792;Money Market;4941;Conservative;4941;25;2025-04-17
630;15830;100015830;Secure;2267;Money Market;2267;100;2024-08-28
631;15914;100015914;Active;1176;Money Market;1176;75;2025-03-10
632;15966;100015966;Growth;4958;EGX30 ETF;4958;25;2024-10-29
633;15969;100015969;Diversified;1997;Money Market;1997;50;2025-05-05
634;16028;100016028;Al Safwa;3412;Diversified;3412;50;2025-01-07
635;16050;100016050;Sama;452;Secure;452;50;2025-06-02
636;16076;100016076;Growth;1718;Growth;1718;100;2025-12-15
637;16079;100016079;USD AXA9;1309;USD Growth Saver;1309;100;2024-10-14
638;16165;100016165;Secure;6223;USD Growth Saver;6223;100;2025-03-07
639;16171;100016171;Dollar Saver;913;Secure;913;75;2024-08-14
640;16186;100016186;USD AXA9;1422;USD AXA9;1422;100;2025-11-02
641;16247;100016247;Secure;1521;Conservative;1521;25;2025-11-10
642;16290;100016290;Conservative;969;Active;969;100;2025-11-16
643;16294;100016294;EGX30 ETF;1065;Conservative;1065;50;2024-03-06
644;16314;100016314;EGP AXA10;2534;Equities;2534;50;2024-08-23
645;16320;100016320;Growth;1768;EGP AXA10;1768;75;2025-06-20
646;16331;100016331;USD AXA9;1331;Sama;1331;100;2025-09-30
647;16349;100016349;Money Market;932;Diversified;932;100;2025-11-30
648;16352;100016352;USD AXA9;1229;USD Growth Saver;1229;25;2025-02-14
649;16363;100016363;Equities;2001;Dollar Saver;2001;25;2024-07-23
650;16400;100016400;Dollar Saver;1431;Conservative;1431;50;2025-11-27
651;16406;100016406;Growth;2129;Money Market;2129;100;2024-12-09
652;16414;100016414;EGP AXA10;2564;Secure;2564;100;2024-12-24
653;16429;100016429;Secure;3411;EGP AXA10;3411;50;2025-02-15
654;16440;100016440;USD Growth Saver;1866;Diversified;1866;50;2024-09-27
655;16453;100016453;Secure;1480;Sama;1480;75;2024-02-21
656;16463;100016463;Active;851;USD AXA9;851;25;2024-12-02
657;16471;100016471;Gold;2018;Dollar Saver;2018;75;2024-03-24
658;16494;100016494;Growth;3881;Dollar Saver;3881;50;2024-11-10
659;16524;100016524;USD AXA9;977;Money Market;977;25;2025-03-28
660;16557;100016557;USD Growth Saver;7923;EGP AXA10;7923;25;2025-06-10
661;16582;100016582;Growth;1887;Sama;1887;75;2024-02-25
662;16612;100016612;Diversified;902;Equities;902;25;2024-11-15
663;16670;100016670;EGP AXA10;587;Dollar Saver;587;25;2025-01-20
664;16696;100016696;Al Safwa;3576;Growth;3576;75;2024-02-13
665;16708;100016708;Gold;480;Diversified;480;50;2024-10-14
666;16740;100016740;Secure;5148;Equities;5148;100;2025-06-08
667;16755;100016755;Sama;936;USD AXA9;936;25;2025-06-16
668;16765;100016765;Diversified;1097;Diversified;1097;100;2024-04-11
669;16795;100016795;Al Safwa;3313;Secure;3313;50;2024-11-03
670;16798;100016798;Growth;1551;Active;1551;25;2024-03-24
671;16825;100016825;Sama;1347;USD Growth Saver;1347;50;2025-01-13
672;16855;100016855;Gold;1633;Secure;1633;50;2024-12-07
673;16890;100016890;Money Market;1561;USD Growth Saver;1561;25;2024-10-22
674;16942;100016942;Money Market;1096;Equities;1096;25;2025-02-09
675;16950;100016950;EGP AXA10;3031;Gold;3031;50;2025-09-05
676;16969;100016969;USD Growth Saver;365;Money Market;365;100;2025-08-09
677;16977;100016977;USD AXA9;4016;Active;4016;75;2025-01-10
678;16989;100016989;EGX30 ETF;1523;USD AXA9;1523;75;2024-04-05
679;17017;100017017;Secure;3487;USD AXA9;3487;50;2025-08-21
680;17097;100017097;Active;2196;Growth;2196;25;2025-02-04
681;17164;100017164;Gold;1702;Conservative;1702;75;2024-04-25
682;17172;100017172;USD Growth Saver;1244;Active;1244;50;2025-12-15
683;17228;100017228;Gold;5306;Sama;5306;100;2025-08-07
684;17237;100017237;Al Safwa;972;USD AXA9;972;25;2025-06-13
685;17238;100017238;EGP AXA10;548;Growth;548;100;2025-01-26
686;17255;100017255;USD AXA9;3678;Sama;3678;100;2024-12-04
687;17291;100017291;Gold;1679;Gold;1679;50;2025-08-02
688;17324;100017324;Money Market;1607;Secure;1607;50;2025-01-15
689;17351;100017351;Conservative;4797;USD AXA9;4797;75;2025-04-14
690;17392;100017392;Active;1554;Equities;1554;100;2025-07-25
691;17405;100017405;Conservative;4028;USD Growth Saver;4028;25;2024-05-03
692;17445;100017445;Al Safwa;4229;Conservative;4229;25;2024-02-02
693;17454;100017454;USD Growth Saver;3046;Money Market;3046;25;2024-04-04
694;17457;100017457;USD AXA9;2183;Dollar Saver;2183;50;2025-02-15
695;17480;100017480;Conservative;1720;Al Safwa;1720;25;2024-11-24
696;17490;100017490;EGX30 ETF;4048;EGX30 ETF;4048;100;2025-09-07
697;17499;100017499;EGX30 ETF;5186;Money Market;5186;100;2025-06-16
698;17510;100017510;Gold;1257;EGP AXA10;1257;25;2025-09-03
699;17511;100017511;Dollar Saver;1856;Secure;1856;75;2024-09-12
700;17541;100017541;Active;4445;Gold;4445;100;2024-11-09
701;17542;100017542;EGX30 ETF;613;USD AXA9;613;100;2024-05-28
702;17614;100017614;USD AXA9;1462;Dollar Saver;1462;100;2025-04-18
703;17703;100017703;Growth;3002;Al Safwa;3002;75;2024-03-08
704;17731;100017731;Growth;179;Gold;179;25;2025-12-26
705;17754;100017754;USD Growth Saver;1899;Gold;1899;100;2025-07-22
706;20787;100020787;Money Market;1766;Growth;1766;50;2025-04-14
707;17774;100017774;EGP AXA10;2660;USD Growth Saver;2660;100;2024-08-13
708;17795;100017795;Diversified;1780;USD AXA9;1780;25;2024-05-10
709;17833;100017833;Sama;2718;Secure;2718;75;2025-07-22
710;17839;100017839;Growth;499;Active;499;75;2025-12-13
711;17890;100017890;Conservative;284;Diversified;284;25;2025-06-17
712;17925;100017925;Al Safwa;2744;Secure;2744;25;2025-11-11
713;17939;100017939;EGX30 ETF;4922;Secure;4922;75;2024-06-14
714;17945;100017945;Secure;1722;Active;1722;25;2025-06-14
715;17976;100017976;Money Market;1513;Conservative;1513;100;2024-09-07
716;18016;100018016;USD AXA9;662;Dollar Saver;662;50;2024-10-31
717;18027;100018027;Conservative;1598;Growth;1598;75;2024-04-28
718;18058;100018058;Gold;1232;Diversified;1232;50;2025-09-11
719;18122;100018122;Active;4565;Secure;4565;50;2024-12-13
