id;customer_id;policy_number;alteration;request_date;effective_date
402;1182;100001182;Edit Client Source;2024-09-12;2024-09-12
403;1185;100001185;Change Beneficiaries;2025-02-16;2025-03-04
404;1185;100001185;Change Personal Information;2025-06-02;2025-06-12
405;1185;100001185;Policy Termination Payment;2024-04-22;2024-04-29
406;1207;100001207;Edit Client Source;2025-11-29;2025-12-04
407;1207;100001207;Change Nominated Child without Term;2024-06-11;2024-06-26
408;1207;100001207;Change Client Name;2024-08-02;2024-08-19
409;1212;100001212;Increase Premium Without Sum insured Amount;2025-08-21;2025-08-27
410;1212;100001212;Change Client Name;2025-12-24;2025-12-28
411;1212;100001212;Change Nominated Child & Term;2025-09-06;2025-09-12
412;1259;100001259;Change Bank Detail Information;2025-09-02;2025-09-11
413;1259;100001259;Change Payer;2025-12-01;2025-12-04
414;1259;100001259;Add Indexation;2024-08-29;2024-08-29
415;1272;100001272;Change Nominated Child without Term;2025-03-29;2025-04-08
416;1272;100001272;Extend Term;2025-09-24;2025-10-12
417;1272;100001272;Increase Premium;2024-11-04;2024-11-20
418;1275;100001275;Increase Premium;2024-06-01;2024-06-10
419;1275;100001275;Decline Indexation;2024-12-03;2024-12-15
420;1275;100001275;Change Client Name;2025-08-21;2025-08-31
421;1277;100001277;Decrease Premium Without Sum insured Amount;2024-10-24;2024-11-02
422;1277;100001277;Increase Premium Without Sum insured Amount;2024-09-14;2024-09-24
423;1277;100001277;Premium Cessation;2024-03-19;2024-04-07
424;1298;100001298;Policy Termination Payment;2025-10-11;2025-10-27
425;1298;100001298;Change Payment Method;2024-03-16;2024-03-28
426;1298;100001298;Change Nominated Child & Term;2025-08-30;2025-08-30
427;1309;100001309;Decrease ULS Term;2025-05-12;2025-05-30
428;1309;100001309;Increase Premium;2025-08-21;2025-09-03
429;1309;100001309;Change Address;2024-10-20;2024-10-26
430;1316;100001316;Edit Client Source;2025-06-21;2025-06-26
431;1316;100001316;Remove Indexation;2024-12-16;2025-01-01
432;1316;100001316;Premium Cessation;2025-11-04;2025-11-19
433;1317;100001317;Policy Termination Payment;2025-11-29;2025-12-07
434;1317;100001317;Decrease Package;2024-12-27;2025-01-06
435;1317;100001317;Decrease Package;2024-06-11;2024-06-29
436;1318;100001318;Change Payment Method;2025-11-04;2025-11-13
437;1318;100001318;Change Nominated Child without Term;2024-09-08;2024-09-20
438;1318;100001318;Increase Premium Without Sum insured Amount;2025-01-06;2025-01-22
439;1322;100001322;Premium Cessation;2025-11-28;2025-12-04
440;1322;100001322;Add Indexation;2025-06-15;2025-07-01
441;1322;100001322;Remove Indexation;2025-09-17;2025-10-05
442;1325;100001325;Reinstate ULS;2024-05-30;2024-05-31
443;1325;100001325;Change Nominated Child & Term;2024-04-19;2024-04-22
444;1325;100001325;Change Payer;2025-08-03;2025-08-16
445;1326;100001326;Reinstate ULS Benefits;2025-02-02;2025-02-04
446;1326;100001326;Increase Premium Without Sum insured Amount;2024-09-13;2024-09-29
447;1326;100001326;Policy Termination Payment;2024-02-08;2024-02-17
448;1329;100001329;Premium Cessation;2025-11-22;2025-12-11
449;1329;100001329;Change Frequency;2024-09-30;2024-10-04
450;1329;100001329;Change Frequency;2025-08-03;2025-08-09
451;1336;100001336;Change Frequency;2025-06-15;2025-06-23
452;1336;100001336;Suspend Premium Collection;2025-09-19;2025-09-20
453;1336;100001336;Change Payment Method;2024-12-08;2024-12-08
454;1338;100001338;Change Nominated Child & Term;2025-08-06;2025-08-16
455;1338;100001338;Decrease Premium Without Sum insured Amount;2024-03-11;2024-03-25
456;1338;100001338;Change Nominated Child & Term;2024-03-24;2024-04-12
457;1342;100001342;Change Index Fixed Value;2024-07-30;2024-08-17
458;1342;100001342;Change Frequency;2024-10-09;2024-10-28
459;1342;100001342;Policy Ownership Assignment;2024-08-19;2024-08-20
460;1347;100001347;Change Nominated Child & Term;2024-06-29;2024-07-04
461;1347;100001347;Decrease ULS Term;2024-10-29;2024-11-04
462;1347;100001347;Premium Cessation;2024-06-28;2024-07-01
463;1351;100001351;Resume Payments;2025-09-14;2025-10-01
464;1351;100001351;Change Payment Method;2025-11-16;2025-12-05
465;1351;100001351;Change Product;2024-07-15;2024-07-20
466;1362;100001362;Change Personal Information;2024-06-28;2024-07-02
467;1362;100001362;Decrease Premium Without Sum insured Amount;2025-07-21;2025-07-23
468;1362;100001362;Change Spouse Information;2025-09-06;2025-09-25
469;1392;100001392;Cancel Benefit;2024-07-31;2024-08-07
470;1392;100001392;Decrease Package;2024-04-18;2024-04-25
471;1392;100001392;Change Nominated Child & Term;2025-03-24;2025-03-25
472;1420;100001420;Policy Termination Payment;2025-09-19;2025-09-22
473;1420;100001420;Increase Package;2025-03-25;2025-03-27
474;1420;100001420;Decrease ULS Term;2025-05-12;2025-05-19
475;1423;100001423;Policy Termination Payment;2024-10-17;2024-11-01
476;1423;100001423;Change Nominated Child & Term;2024-11-06;2024-11-24
477;1423;100001423;Change Bank Detail Information;2025-01-20;2025-02-02
478;1424;100001424;Reinstate ULS;2024-07-03;2024-07-10
479;1424;100001424;Change Bank Detail Information;2025-03-26;2025-04-13
480;1424;100001424;Decrease ULS Term;2024-12-10;2024-12-16
481;1426;100001426;Extend Term;2025-03-24;2025-04-03
482;1426;100001426;Decrease Benefit Sum Insured;2025-06-20;2025-06-27
483;1426;100001426;Increase Premium Without Sum insured Amount;2025-05-18;2025-05-27
484;1428;100001428;Decline Indexation;2024-03-06;2024-03-23
485;1428;100001428;Suspend Premium Collection;2024-02-24;2024-03-01
486;1428;100001428;Reinstate ULS;2024-03-17;2024-03-17
487;1443;100001443;Decrease Benefit Sum Insured;2024-07-05;2024-07-19
488;1443;100001443;Increase Benefit Sum Insured;2025-01-10;2025-01-16
489;1443;100001443;Edit Client Source;2024-10-05;2024-10-15
490;1444;100001444;Increase Premium Without Sum insured Amount;2025-06-16;2025-06-27
491;1444;100001444;Increase Benefit Sum Insured;2025-08-04;2025-08-17
492;1444;100001444;Reinstate ULS Benefits;2024-06-10;2024-06-22
493;1771;100001771;Change Bank Detail Information;2024-08-06;2024-08-25
494;1771;100001771;Add Indexation;2024-09-04;2024-09-12
495;1771;100001771;Decrease Premium;2024-09-23;2024-09-24
496;1449;100001449;Unsuspend Premium Collection;2025-04-19;2025-05-08
497;1449;100001449;Increase Benefit Sum Insured;2025-02-22;2025-02-24
498;1449;100001449;Decrease ULS Term;2024-03-11;2024-03-11
499;1451;100001451;Change Payment Method;2024-06-17;2024-07-06
500;1451;100001451;Decrease Premium Without Sum insured Amount;2025-07-29;2025-08-08
501;1451;100001451;Add a benefit;2025-12-21;2025-12-25
502;1457;100001457;Premium Cessation;2024-07-23;2024-08-11
503;1457;100001457;Change Address;2025-10-14;2025-10-19
504;1457;100001457;Premium Cessation;2025-05-14;2025-05-16
505;1467;100001467;Premium Cessation;2024-03-31;2024-04-05
506;1467;100001467;Premium Cessation;2025-05-15;2025-05-20
507;1467;100001467;Decrease ULS Term;2025-04-05;2025-04-17
508;1470;100001470;Decrease ULS Term;2024-09-10;2024-09-11
509;1470;100001470;Increase ULS Term;2024-04-13;2024-04-23
510;1470;100001470;Reinstate ULS;2024-12-01;2024-12-12
511;1473;100001473;Change Payer;2025-12-05;2025-12-09
512;1473;100001473;Edit Client Source;2025-04-04;2025-04-09
513;1473;100001473;Change Personal Information;2024-10-07;2024-10-18
514;1476;100001476;Increase Package;2024-03-27;2024-03-31
515;1476;100001476;Increase Premium;2025-08-20;2025-08-24
516;1476;100001476;Premium Cessation;2024-08-14;2024-08-26
517;1501;100001501;Change Personal Information;2025-09-28;2025-10-16
518;1501;100001501;Change Product;2024-03-08;2024-03-26
519;1501;100001501;Increase Premium;2025-03-19;2025-03-22
520;1516;100001516;Unsuspend Premium Collection;2025-05-12;2025-05-31
521;1516;100001516;Change Product;2024-07-19;2024-07-27
522;1516;100001516;Change Client Name;2024-06-22;2024-07-05
523;1518;100001518;Add a benefit;2024-12-30;2025-01-05
524;1518;100001518;Change Beneficiaries;2025-12-10;2025-12-27
525;1518;100001518;Add a benefit;2025-05-18;2025-05-25
526;1533;100001533;Add a benefit;2024-07-02;2024-07-12
527;1533;100001533;Policy Termination Payment;2024-08-05;2024-08-05
528;1533;100001533;Increase Package;2025-07-01;2025-07-20
529;1545;100001545;Suspend Premium Collection;2025-03-19;2025-03-31
530;1545;100001545;Change Payer;2025-08-15;2025-08-22
531;1545;100001545;Change Product;2025-07-10;2025-07-29
532;1546;100001546;Decrease Premium Without Sum insured Amount;2025-03-16;2025-03-31
533;1546;100001546;Change Address;2024-06-07;2024-06-20
534;1546;100001546;Add Indexation;2025-04-19;2025-05-03
535;1561;100001561;Change Bank Detail Information;2025-10-31;2025-11-09
536;1561;100001561;Change Address;2024-07-20;2024-07-30
537;1561;100001561;Decrease ULS Term;2025-03-30;2025-04-11
538;1813;100001813;Premium Cessation;2024-03-04;2024-03-14
539;1813;100001813;Add a benefit;2025-08-08;2025-08-19
540;1813;100001813;Change Nominated Child & Term;2024-05-01;2024-05-11
541;1572;100001572;Decline Indexation;2024-05-07;2024-05-22
542;1572;100001572;Change Payer;2025-10-27;2025-11-07
543;1572;100001572;Cancel Benefit;2025-04-02;2025-04-19
544;1579;100001579;Add Indexation;2025-05-22;2025-06-01
545;1579;100001579;Decrease Premium;2025-04-05;2025-04-19
546;1579;100001579;Change Payer;2024-12-22;2025-01-09
547;1585;100001585;Change Product;2024-06-06;2024-06-15
548;1585;100001585;Change Nominated Child without Term;2024-08-01;2024-08-07
549;1585;100001585;Cancel Benefit;2024-11-19;2024-11-22
550;1587;100001587;Change Address;2025-11-13;2025-11-20
551;1587;100001587;Change Index Type;2025-08-23;2025-09-05
552;1587;100001587;Change Client Name;2025-07-23;2025-08-01
553;1626;100001626;Change Frequency;2024-03-30;2024-04-09
554;1626;100001626;Increase Benefit Sum Insured;2025-05-29;2025-06-04
555;1626;100001626;Edit Client Source;2025-01-07;2025-01-09
556;1627;100001627;Change Personal Information;2025-09-11;2025-09-29
557;1627;100001627;Change Product;2024-07-24;2024-07-24
558;1627;100001627;Change Client Name;2024-04-07;2024-04-15
559;1631;100001631;Decrease Package;2025-10-31;2025-11-07
560;1631;100001631;Change Frequency;2024-04-14;2024-04-15
561;1631;100001631;Reinstate ULS Benefits;2024-12-23;2025-01-05
562;1638;100001638;Edit Client Source;2024-12-17;2024-12-23
563;1638;100001638;Decline Indexation;2024-03-13;2024-03-13
564;1638;100001638;Cancel Benefit;2025-09-13;2025-09-24
565;1644;100001644;Add Indexation;2025-08-22;2025-09-04
566;1644;100001644;Change Personal Information;2024-10-09;2024-10-11
567;1644;100001644;Add Indexation;2025-10-23;2025-11-08
568;1658;100001658;Cancel Benefit;2025-07-19;2025-08-01
569;1658;100001658;Change Product;2024-08-28;2024-09-02
570;1658;100001658;Increase Premium Without Sum insured Amount;2025-05-07;2025-05-21
571;1666;100001666;Add a benefit;2024-10-04;2024-10-06
572;1666;100001666;Increase ULS Term;2025-07-01;2025-07-09
573;1666;100001666;Edit Client Source;2024-07-27;2024-08-14
574;1670;100001670;Resume Payments;2024-08-09;2024-08-19
575;1670;100001670;Decrease Premium Without Sum insured Amount;2024-12-09;2024-12-11
576;1670;100001670;Add a benefit;2024-02-02;2024-02-09
577;1695;100001695;Decrease Premium Without Sum insured Amount;2025-03-19;2025-03-28
578;1695;100001695;Change Frequency;2024-07-17;2024-07-26
579;1695;100001695;Add Indexation;2024-04-01;2024-04-05
580;1702;100001702;Change Index Type;2025-11-18;2025-12-05
581;1702;100001702;Extend Term;2025-09-23;2025-10-12
582;1702;100001702;Change Frequency;2024-09-30;2024-10-15
583;1704;100001704;Add Indexation;2025-09-30;2025-10-09
584;1704;100001704;Change Index Fixed Value;2025-09-12;2025-09-24
585;1704;100001704;Change Frequency;2024-08-04;2024-08-21
586;1721;100001721;Decrease Premium;2025-03-11;2025-03-14
587;1721;100001721;Change Address;2025-11-09;2025-11-26
588;1721;100001721;Edit Client Source;2024-06-28;2024-07-06
589;1738;100001738;Decrease Premium Without Sum insured Amount;2025-06-24;2025-07-09
590;1738;100001738;Change Nominated Child & Term;2024-12-18;2025-01-05
591;1738;100001738;Increase Package;2025-12-15;2025-12-18
592;1741;100001741;Decrease ULS Term;2024-11-01;2024-11-12
593;1741;100001741;Change Bank Detail Information;2025-02-23;2025-02-24
594;1741;100001741;Increase Benefit Sum Insured;2024-09-21;2024-09-22
595;1747;100001747;Change Frequency;2024-10-04;2024-10-23
596;1747;100001747;Remove Indexation;2025-08-23;2025-09-11
597;1747;100001747;Policy Ownership Assignment;2025-12-27;2026-01-12
598;1753;100001753;Change Bank Detail Information;2025-07-18;2025-07-21
599;1753;100001753;Suspend Premium Collection;2025-11-25;2025-12-07
600;1753;100001753;Change Payer;2025-10-13;2025-10-30
601;1754;100001754;Change Spouse Information;2024-11-28;2024-12-03
602;1754;100001754;Add Indexation;2024-07-21;2024-07-31
603;1754;100001754;Increase Premium;2024-04-09;2024-04-18
604;1780;100001780;Unsuspend Premium Collection;2024-11-12;2024-11-21
605;1780;100001780;Increase Premium;2025-05-05;2025-05-10
606;1780;100001780;Change Frequency;2025-01-15;2025-01-21
607;1784;100001784;Change Beneficiaries;2024-04-07;2024-04-14
608;1784;100001784;Change Address;2025-02-16;2025-03-03
609;1784;100001784;Change Personal Information;2024-05-12;2024-05-17
610;2114;100002114;Decrease ULS Term;2024-05-14;2024-05-17
611;2114;100002114;Premium Cessation;2024-06-17;2024-06-19
612;2114;100002114;Change Address;2025-11-20;2025-12-02
613;1800;100001800;Increase Package;2024-02-13;2024-02-22
614;1800;100001800;Change Beneficiaries;2025-01-15;2025-01-19
615;1800;100001800;Change Address;2025-04-21;2025-04-21
616;1815;100001815;Increase Package;2025-09-24;2025-10-01
617;1815;100001815;Cancel Benefit;2024-03-24;2024-03-24
618;1815;100001815;Change Index Fixed Value;2024-04-20;2024-05-04
619;1830;100001830;Decrease Benefit Sum Insured;2024-09-21;2024-09-29
620;1830;100001830;Change Frequency;2024-04-22;2024-04-27
621;1830;100001830;Reinstate ULS;2024-02-06;2024-02-06
622;1843;100001843;Change Product;2024-10-02;2024-10-03
623;1843;100001843;Decrease ULS Term;2025-09-16;2025-10-04
624;1843;100001843;Add Indexation;2025-01-21;2025-01-22
625;1844;100001844;Decrease Premium;2025-03-27;2025-04-04
626;1844;100001844;Increase ULS Term;2024-03-29;2024-04-14
627;1844;100001844;Change Product;2025-11-27;2025-11-27
628;1849;100001849;Decrease ULS Term;2025-02-03;2025-02-03
629;1849;100001849;Change Index Type;2025-11-02;2025-11-19
630;1849;100001849;Change Client Name;2024-10-07;2024-10-09
631;1857;100001857;Remove Indexation;2025-10-23;2025-11-08
632;1857;100001857;Policy Ownership Assignment;2025-01-31;2025-02-18
633;1857;100001857;Change Spouse Information;2024-05-09;2024-05-13
634;1863;100001863;Add Indexation;2024-08-03;2024-08-13
635;1863;100001863;Decrease Premium;2024-07-28;2024-08-07
636;1863;100001863;Reinstate ULS;2024-08-07;2024-08-11
637;3488;100003488;Unsuspend Premium Collection;2025-03-18;2025-03-25
638;3488;100003488;Change Index Type;2025-02-22;2025-02-22
639;3488;100003488;Increase Benefit Sum Insured;2025-09-04;2025-09-15
640;1888;100001888;Change Nominated Child & Term;2024-09-09;2024-09-14
641;1888;100001888;Decrease ULS Term;2024-07-05;2024-07-05
642;1888;100001888;Policy Ownership Assignment;2025-12-10;2025-12-25
643;1891;100001891;Change Index Type;2025-11-29;2025-12-06
644;1891;100001891;Change Nominated Child & Term;2025-08-19;2025-09-06
645;1891;100001891;Edit Client Source;2024-04-18;2024-05-01
646;1903;100001903;Decrease ULS Term;2025-09-04;2025-09-23
647;1903;100001903;Remove Indexation;2024-11-08;2024-11-10
648;1903;100001903;Reinstate ULS;2024-09-05;2024-09-08
649;1911;100001911;Change Spouse Information;2025-01-27;2025-02-01
650;1911;100001911;Decrease Benefit Sum Insured;2024-10-31;2024-11-19
651;1911;100001911;Increase ULS Term;2024-03-04;2024-03-04
652;1917;100001917;Decrease ULS Term;2024-03-23;2024-04-01
653;1917;100001917;Resume Payments;2025-11-07;2025-11-23
654;1917;100001917;Change Index Type;2025-10-21;2025-11-04
655;1918;100001918;Change Frequency;2024-02-08;2024-02-19
656;1918;100001918;Change Product;2025-03-09;2025-03-13
657;1918;100001918;Unsuspend Premium Collection;2024-06-20;2024-06-26
658;1920;100001920;Change Spouse Information;2025-08-08;2025-08-16
659;1920;100001920;Cancel Benefit;2025-01-16;2025-01-16
660;1920;100001920;Change Client Name;2025-09-15;2025-09-23
661;1936;100001936;Decrease Premium;2024-03-18;2024-03-20
662;1936;100001936;Increase Benefit Sum Insured;2025-10-20;2025-11-08
663;1936;100001936;Change Client Name;2024-12-23;2024-12-28
664;1941;100001941;Decline Indexation;2025-10-12;2025-10-30
665;1941;100001941;Reinstate ULS;2025-05-12;2025-05-30
666;1941;100001941;Extend Term;2024-10-10;2024-10-14
667;1965;100001965;Unsuspend Premium Collection;2025-05-11;2025-05-22
668;1965;100001965;Decrease Premium Without Sum insured Amount;2024-04-19;2024-04-28
669;1965;100001965;Change Payer;2024-10-10;2024-10-13
670;1974;100001974;Increase Premium Without Sum insured Amount;2025-09-05;2025-09-17
671;1974;100001974;Remove Indexation;2024-04-06;2024-04-21
672;1974;100001974;Cancel Benefit;2025-04-29;2025-05-01
673;1977;100001977;Add Indexation;2025-09-05;2025-09-11
674;1977;100001977;Change Personal Information;2025-09-23;2025-10-12
675;1977;100001977;Premium Cessation;2024-04-15;2024-04-23
676;2002;100002002;Decrease Premium Without Sum insured Amount;2024-02-05;2024-02-05
677;2002;100002002;Decrease Package;2024-10-05;2024-10-13
678;2002;100002002;Unsuspend Premium Collection;2025-01-06;2025-01-07
679;2014;100002014;Decrease Benefit Sum Insured;2025-04-06;2025-04-16
680;2014;100002014;Add Indexation;2024-08-17;2024-09-03
681;2014;100002014;Decrease Benefit Sum Insured;2024-08-17;2024-08-31
682;2015;100002015;Policy Ownership Assignment;2024-11-10;2024-11-18
683;2015;100002015;Premium Cessation;2025-07-25;2025-07-31
684;2015;100002015;Resume Payments;2024-07-22;2024-08-10
685;2017;100002017;Increase ULS Term;2025-05-23;2025-05-25
